name,industry,market_value,ROE_avg,asset_liability_avg,shareholder_capacity,management_capacity,topsis_score,topsis_score_percentage,rank
金花股份,中药,27.4,1.4,12.38,1.2,7.2,46.67,46.83,61
奇正藏药,中药,126.61,17.55,32.26,6.4,7.0,50.84,52.09,11
片仔癀,中药,1739.06,24.57,19.67,5.8,7.2,88.87,100.0,1
贵州三力,中药,69.1,17.99,20.29,1.2,6.4,50.15,51.22,16
康恩贝,中药,138.78,10.85,40.69,6.4,9.4,49.76,50.73,19
*ST太安,中药,16.1,-5.77,40.16,0.4,5.0,43.61,42.97,70
*ST吉药,中药,16.78,-91.27,95.03,0.4,5.8,12.61,3.92,73
珍宝岛,中药,130.93,6.8,40.99,1.6,6.0,48.21,48.77,43
大唐药业,中药,8.49,16.54,30.1,4.6,6.0,48.81,49.53,37
生物谷,中药,8.47,6.03,21.13,5.2,7.4,47.22,47.53,53
昆药集团,中药,120.6,9.93,43.54,8.8,11.8,49.57,50.48,25
嘉应制药,中药,38.27,-4.53,15.79,5.2,7.0,45.52,45.38,67
康惠制药,中药,17.21,2.24,24.75,1.2,6.2,46.16,46.18,64
ST康美,中药,274.5,-117.8,71.05,4.0,7.6,13.0,4.4,72
易明医药,中药,20.33,5.65,20.73,5.2,6.4,47.22,47.52,54
健民集团,中药,103.54,15.0,41.94,9.4,10.2,50.18,51.25,15
卓创资讯,互联网服务,36.9,34.61,55.1,5.4,6.2,37.71,43.17,8
天利科技,互联网服务,27.57,4.22,11.2,4.6,6.4,30.56,33.8,89
金桥信息,互联网服务,100.66,8.66,43.85,5.2,7.4,31.73,35.33,64
金证股份,互联网服务,137.74,7.92,48.62,1.6,3.4,31.46,34.98,74
东方财富,互联网服务,2683.0,14.04,68.33,7.0,4.4,81.03,100.0,1
亚联发展,互联网服务,22.17,-70.31,84.27,4.6,7.6,4.8,0.0,140
卓易信息,互联网服务,54.07,9.8,15.24,0.4,5.0,32.05,35.74,57
世纪恒通,互联网服务,37.24,15.2,48.1,4.0,7.4,32.9,36.86,42
航天宏图,互联网服务,160.39,11.45,35.59,7.6,7.8,33.41,37.54,38
中科金财,互联网服务,55.67,-4.7,28.65,0.8,6.4,27.5,29.78,116
信雅达,互联网服务,45.09,6.58,33.39,5.8,9.0,31.02,34.4,80
海峡创新,互联网服务,29.94,-34.7,52.22,0.4,7.4,16.43,15.26,135
ST富润,互联网服务,15.17,-10.64,34.28,4.0,7.8,25.38,27.0,122
挖金客,互联网服务,30.8,31.4,11.93,4.0,4.4,37.47,42.86,10
航天软件,互联网服务,112.24,51.42,83.05,5.8,11.8,42.07,48.89,3
国联股份,互联网服务,289.08,21.02,48.32,7.0,4.4,37.06,42.32,12
赛维时代,互联网服务,172.56,24.74,47.06,4.0,9.8,36.91,42.12,13
新炬网络,互联网服务,29.64,24.36,32.73,4.6,6.4,35.47,40.24,20
易联众,互联网服务,26.7,-16.25,56.32,0.8,7.2,22.84,23.66,127
维宏股份,互联网服务,32.77,6.17,17.53,4.6,6.2,30.96,34.32,82
今天国际,互联网服务,55.97,9.19,58.56,5.8,5.8,31.17,34.59,78
上海钢联,互联网服务,94.23,14.54,73.49,6.4,9.4,33.12,37.16,41
正元智慧,互联网服务,39.01,7.36,47.07,5.8,7.4,30.79,34.09,86
银江技术,互联网服务,71.84,2.96,47.28,7.0,8.4,29.9,32.92,103
宇信科技,互联网服务,121.88,14.91,42.5,5.2,9.2,33.85,38.12,34
久远银海,互联网服务,126.31,14.4,38.04,7.6,8.8,33.91,38.19,33
天娱数科,互联网服务,100.6,-41.26,43.91,5.2,8.0,15.35,13.84,136
荣联科技,互联网服务,44.26,-18.28,46.33,5.8,6.2,22.64,23.41,128
捷顺科技,互联网服务,67.33,5.35,27.4,6.4,8.4,30.98,34.34,81
电科数字,互联网服务,154.55,13.04,62.15,6.4,10.2,33.49,37.63,37
创识科技,互联网服务,42.55,25.33,20.71,4.0,7.6,36.1,41.06,15
榕基软件,互联网服务,46.91,2.3,43.11,6.4,8.0,29.51,32.42,108
航天信息,互联网服务,246.43,10.58,32.09,7.6,7.6,34.18,38.54,31
奥飞数据,互联网服务,91.07,13.4,61.38,5.2,6.6,32.66,36.55,44
博彦科技,互联网服务,78.51,10.32,28.47,5.8,7.2,32.34,36.13,51
运达科技,互联网服务,31.17,7.51,37.11,5.8,7.2,30.95,34.31,83
金财互联,互联网服务,64.52,-19.79,28.91,1.6,5.6,22.64,23.41,129
青云科技-U,互联网服务,20.75,-58.38,61.54,1.2,8.2,7.82,3.96,137
天玑科技,互联网服务,28.31,2.28,11.84,5.0,5.2,29.95,32.99,100
生 意 宝,互联网服务,52.04,3.44,27.86,4.0,5.6,29.99,33.05,99
东软集团,互联网服务,126.07,2.55,43.83,0.8,9.6,30.22,33.35,96
彩讯股份,互联网服务,97.01,10.59,18.2,1.2,6.4,32.65,36.53,45
当虹科技,互联网服务,36.75,7.91,12.22,5.2,8.4,31.79,35.41,63
天阳科技,互联网服务,61.39,7.99,24.14,1.8,8.8,31.63,35.2,66
中远海科,互联网服务,80.26,13.05,62.95,4.6,6.0,32.39,36.2,49
数据港,互联网服务,102.46,8.71,63.59,5.2,10.6,31.72,35.32,65
浩云科技,互联网服务,39.91,5.35,12.83,0.4,5.8,30.79,34.09,85
浩丰科技,互联网服务,23.21,-10.74,39.27,6.4,6.8,25.29,26.88,123
荣科科技,互联网服务,30.55,-8.94,37.12,5.8,7.0,25.96,27.76,121
新 华 都,互联网服务,45.86,-4.06,64.17,6.4,5.2,26.96,29.07,117
神州信息,互联网服务,114.3,5.43,51.71,0.8,6.0,30.53,33.76,90
智明达,互联网服务,34.51,20.71,36.51,6.4,7.0,34.61,39.1,26
铜牛信息,互联网服务,44.79,6.47,16.06,4.0,6.2,31.16,34.58,79
广脉科技,互联网服务,5.1,11.59,54.86,4.0,7.0,31.51,35.04,72
返利科技,互联网服务,57.35,13.77,37.46,4.6,6.4,32.83,36.77,43
易华录,互联网服务,203.67,5.93,69.12,5.2,7.4,31.55,35.09,70
浪潮软件,互联网服务,50.66,3.15,39.63,5.8,7.8,29.83,32.83,104
中国软件,互联网服务,461.5,3.25,63.05,9.4,7.4,34.49,38.95,27
万达信息,互联网服务,151.97,-24.29,70.85,6.4,11.4,21.74,22.22,132
浙大网新,互联网服务,69.56,-1.3,35.61,0.8,8.2,28.61,31.23,112
华宇软件,互联网服务,79.74,3.38,24.03,6.4,7.4,30.52,33.75,91
新开普,互联网服务,44.78,8.03,22.25,4.6,7.8,31.55,35.1,69
盛视科技,互联网服务,83.71,22.65,37.97,7.6,5.6,35.5,40.28,19
税友股份,互联网服务,167.21,18.29,36.78,8.2,8.4,35.4,40.14,22
宝信软件,互联网服务,1173.67,16.5,39.86,7.6,9.0,52.78,62.94,2
ST迪威迅,互联网服务,10.28,-66.68,53.45,0.4,4.6,5.22,0.55,139
朗玛信息,互联网服务,56.33,5.1,20.62,5.2,5.0,30.72,34.01,88
罗普特,互联网服务,24.56,14.06,41.46,4.0,8.0,32.64,36.52,46
华胜天成,互联网服务,78.07,-1.03,42.71,6.4,6.6,28.66,31.3,111
博汇科技,互联网服务,17.06,11.42,18.79,2.0,8.0,32.29,36.07,54
新 大 陆,互联网服务,187.11,7.3,47.48,7.0,4.6,32.04,35.74,58
光云科技,互联网服务,55.27,3.83,19.66,1.6,6.4,30.33,33.49,94
光环新网,互联网服务,186.41,6.42,32.39,7.0,8.2,32.32,36.1,53
赛意信息,互联网服务,95.23,13.8,26.29,1.2,5.4,33.27,37.35,40
每日互动,互联网服务,61.78,8.43,13.62,0.4,8.0,31.95,35.62,60
南威软件,互联网服务,78.81,8.44,43.14,8.2,5.0,31.5,35.02,73
初灵信息,互联网服务,32.93,-13.09,20.96,6.4,6.0,25.17,26.72,124
先进数通,互联网服务,41.27,10.8,50.01,0.4,6.2,31.51,35.05,71
东方国信,互联网服务,114.2,5.06,18.03,6.4,6.2,31.41,34.91,76
博睿数据,互联网服务,19.65,11.71,9.52,4.0,5.8,32.56,36.42,47
海联讯,互联网服务,26.57,2.85,32.73,4.6,6.0,29.54,32.45,107
思创医惠,互联网服务,40.42,-12.36,43.89,5.8,5.6,24.62,26.01,126
汉仪股份,互联网服务,44.5,17.47,16.46,4.6,8.4,34.29,38.68,30
二三四五,互联网服务,175.18,4.31,10.15,0.4,5.8,31.81,35.43,62
紫光股份,互联网服务,786.52,6.68,43.29,7.6,5.4,41.47,48.11,4
银信科技,互联网服务,37.62,11.08,43.41,0.4,4.6,31.61,35.17,67
网宿科技,互联网服务,165.98,3.32,17.63,6.4,8.6,31.6,35.16,68
辰安科技,互联网服务,52.88,3.81,45.46,5.8,11.4,30.28,33.43,95
湘邮科技,互联网服务,25.22,-10.65,66.51,5.2,8.2,24.8,26.24,125
千方科技,互联网服务,202.42,7.06,37.17,1.8,8.6,32.41,36.22,48
优刻得-W,互联网服务,77.84,-7.74,26.9,2.2,6.4,26.81,28.87,118
首都在线,互联网服务,62.97,3.29,32.58,5.2,6.8,30.03,33.1,98
联建光电,互联网服务,19.55,-57.75,83.04,0.8,4.8,5.86,1.4,138
焦点科技,互联网服务,105.5,9.06,33.6,6.4,8.0,32.2,35.94,55
海天瑞声,互联网服务,49.4,23.3,10.31,1.6,6.8,35.77,40.63,16
中科创达,互联网服务,404.96,13.36,26.47,8.2,7.0,37.14,42.43,11
昆仑万维,互联网服务,429.11,25.09,31.99,1.2,5.6,40.14,46.36,5
竞业达,互联网服务,44.06,21.88,36.28,5.2,5.8,34.89,39.48,24
国网信通,互联网服务,203.59,14.99,59.58,1.4,9.6,34.37,38.79,28
润泽科技,互联网服务,470.79,18.91,65.34,4.6,6.2,38.74,44.53,6
飞利信,互联网服务,59.71,-23.77,34.7,0.4,5.8,21.01,21.27,133
旋极信息,互联网服务,53.38,-8.03,37.43,0.4,6.2,26.15,28.01,120
皖通科技,互联网服务,28.96,-1.17,29.11,4.6,7.4,28.55,31.15,114
数码视讯,互联网服务,84.31,2.31,13.98,5.8,4.8,30.37,33.54,93
中科信息,互联网服务,114.94,7.71,29.39,5.8,7.6,31.94,35.6,61
美登科技,互联网服务,7.25,27.25,11.42,5.2,5.0,36.36,41.4,14
开普云,互联网服务,29.55,19.95,25.19,5.2,9.4,34.7,39.22,25
值得买,互联网服务,51.23,17.82,24.24,1.8,7.2,34.11,38.45,32
科远智慧,互联网服务,48.0,-1.87,26.55,5.2,7.6,28.6,31.22,113
盛讯达,互联网服务,39.82,4.62,31.24,1.6,4.4,30.03,33.1,97
佳华科技,互联网服务,24.67,11.87,41.42,4.6,6.8,31.98,35.65,59
青木股份,互联网服务,31.68,32.53,20.5,4.0,7.2,37.7,43.16,9
浩瀚深度,互联网服务,39.54,12.24,34.3,4.6,6.6,32.33,36.12,52
新智认知,互联网服务,52.27,3.35,32.67,4.6,6.8,29.94,32.98,101
中科星图,互联网服务,177.24,29.44,39.51,7.0,8.8,38.27,43.91,7
亚康股份,互联网服务,49.29,25.13,44.41,5.2,5.8,35.64,40.45,17
城地香江,互联网服务,37.23,4.41,52.95,0.8,5.0,29.5,32.4,109
太极股份,互联网服务,267.99,10.74,71.22,6.4,4.4,33.58,37.75,36
正元地信,互联网服务,36.73,5.69,58.37,0.8,7.4,29.93,32.97,102
*ST慧辰,互联网服务,13.3,1.97,17.43,1.2,7.4,29.59,32.53,106
世纪瑞尔,互联网服务,26.27,-3.28,17.36,5.2,6.6,28.22,30.73,115
润和软件,互联网服务,188.99,-5.23,32.73,6.4,7.0,28.69,31.34,110
宏景科技,互联网服务,34.69,26.15,61.12,4.0,8.2,35.63,40.45,18
若羽臣,互联网服务,24.64,11.64,15.17,4.0,4.8,32.39,36.19,50
易点天下,互联网服务,89.23,16.59,42.82,4.6,7.2,33.83,38.09,35
凯淳股份,互联网服务,20.64,20.18,29.61,4.6,5.8,34.36,38.78,29
蜂助手,互联网服务,63.85,23.59,37.57,4.0,5.2,35.42,40.17,21
利欧股份,互联网服务,161.44,2.16,40.4,7.0,6.4,30.48,33.69,92
汇纳科技,互联网服务,29.25,5.09,13.85,4.6,6.4,30.74,34.03,87
赛为智能,互联网服务,33.84,-18.71,62.28,5.2,8.4,22.23,22.87,130
汉得信息,互联网服务,100.94,7.4,30.53,0.8,5.2,31.4,34.89,77
恒为科技,互联网服务,61.42,8.08,23.68,1.2,5.8,31.45,34.97,75
云鼎科技,互联网服务,56.13,-6.57,49.58,6.4,8.4,26.75,28.8,119
佳创视讯,互联网服务,28.74,-35.25,47.48,6.4,6.0,16.62,15.51,134
索菱股份,互联网服务,49.6,-17.94,81.25,5.8,4.6,22.05,22.63,131
启明信息,互联网服务,64.26,6.66,37.91,6.4,4.0,30.83,34.15,84
中新赛克,互联网服务,62.79,9.77,26.84,6.4,7.2,32.12,35.83,56
朗新科技,互联网服务,219.93,16.1,27.73,3.2,7.2,35.3,40.01,23
真视通,互联网服务,34.3,3.49,39.33,5.8,6.0,29.68,32.64,105
虹软科技,互联网服务,150.3,10.57,12.28,0.8,7.4,33.36,37.47,39
铁科轨道,交运设备,114.43,11.95,25.0,5.2,8.2,23.2,28.24,20
爱玛科技,交运设备,287.71,27.39,69.48,6.4,6.6,33.18,43.72,6
时代电气,交运设备,638.44,10.54,28.72,7.0,10.8,36.45,48.79,3
中国通号,交运设备,638.57,10.24,58.8,9.4,6.2,34.68,46.04,4
春风动力,交运设备,227.46,19.44,56.47,8.2,9.0,28.51,36.48,8
铁大科技,交运设备,4.51,11.44,34.73,4.0,4.8,20.26,23.69,29
金鹰重工,交运设备,62.35,14.51,60.99,5.8,8.4,22.39,26.99,23
长青科技,交运设备,28.84,17.64,40.44,4.6,6.2,24.08,29.62,17
久祺股份,交运设备,36.76,25.13,52.78,5.8,5.6,28.11,35.86,10
涛涛车业,交运设备,54.07,36.0,53.32,4.0,5.8,33.79,44.67,5
交控科技,交运设备,32.76,16.9,65.88,5.8,7.8,23.31,28.41,19
中铁工业,交运设备,228.6,8.81,52.27,0.4,7.4,20.95,24.76,26
华洋赛车,交运设备,12.42,49.94,70.44,4.0,4.4,38.89,52.58,2
哈铁科技,交运设备,46.9,8.59,27.09,5.2,10.2,21.03,24.89,25
中国中车,交运设备,1914.21,7.99,57.54,14.4,8.4,69.48,100.0,1
内蒙一机,交运设备,164.76,7.05,62.14,7.0,10.4,20.28,23.72,28
神州高铁,交运设备,67.37,-7.93,46.29,6.4,8.4,10.98,9.29,45
天宜上佳,交运设备,102.99,11.48,14.02,7.0,9.2,24.25,29.87,15
鼎汉技术,交运设备,38.66,-12.86,53.12,5.2,10.4,10.37,8.35,46
上海凤凰,交运设备,45.81,-0.3,25.47,4.6,9.8,16.48,17.82,38
朗进科技,交运设备,22.29,8.48,36.21,0.8,8.6,19.0,21.74,34
绿通科技,交运设备,58.93,32.12,34.41,4.0,5.4,32.44,42.57,7
永贵电器,交运设备,55.27,-3.96,20.3,1.6,5.6,13.73,13.56,44
康尼机电,交运设备,48.77,-6.78,45.93,4.0,7.4,9.69,7.29,47
中路股份,交运设备,58.57,-0.04,33.8,4.6,5.0,14.07,14.09,43
信隆健康,交运设备,23.33,18.82,58.66,5.2,6.6,24.22,29.82,16
高铁电气,交运设备,34.43,18.87,61.62,6.4,8.6,24.84,30.79,13
深中华A,交运设备,31.98,-11.31,65.85,5.2,4.0,4.98,0.0,48
晋西车轴,交运设备,52.56,0.87,18.57,5.8,4.8,16.67,18.12,37
今创集团,交运设备,74.53,8.94,49.25,4.0,8.8,19.33,22.25,33
钱江摩托,交运设备,91.31,8.3,43.29,5.8,10.0,20.25,23.68,30
交大思诺,交运设备,23.95,15.41,13.43,4.6,10.6,25.47,31.76,12
科安达,交运设备,29.74,16.16,16.46,1.8,6.2,24.49,30.25,14
工大高科,交运设备,15.31,13.7,26.75,4.6,8.8,23.02,27.96,21
众合科技,交运设备,45.17,3.8,61.43,4.0,8.8,15.29,15.99,41
ST华铁,交运设备,33.99,-0.89,31.09,5.8,6.0,14.22,14.33,42
新日股份,交运设备,38.66,8.64,58.9,7.0,5.8,18.18,20.45,36
宗申动力,交运设备,80.95,10.38,45.54,4.6,4.8,19.72,22.85,32
雷尔伟,交运设备,27.67,24.36,33.55,4.6,7.0,28.29,36.14,9
祥和实业,交运设备,30.47,8.32,12.44,3.4,8.2,21.19,25.13,24
华铭智能,交运设备,20.65,8.07,35.82,5.2,6.0,18.59,21.09,35
隆鑫通用,交运设备,109.86,8.52,40.58,6.4,7.0,19.93,23.17,31
日月明,交运设备,19.22,13.6,16.34,0.8,6.4,22.99,27.91,22
林海股份,交运设备,20.44,1.43,24.35,4.6,6.6,16.0,17.09,40
研奥股份,交运设备,18.57,8.6,17.73,5.8,6.6,20.69,24.35,27
威奥股份,交运设备,27.46,5.95,45.05,1.2,7.2,16.42,17.73,39
通业科技,交运设备,21.77,16.94,40.6,5.2,6.6,23.73,29.07,18
必得科技,交运设备,21.27,19.14,18.67,5.8,5.8,26.21,32.91,11
梅安森,仪器仪表,49.66,1.64,35.75,7.0,6.4,69.77,76.63,22
雪迪龙,仪器仪表,56.71,8.5,27.21,5.2,5.4,70.64,77.75,16
三德科技,仪器仪表,28.34,11.72,26.16,5.8,6.2,68.17,74.55,34
精测电子,仪器仪表,258.34,16.11,55.2,7.6,7.8,87.72,100.0,1
优利德,仪器仪表,50.01,23.37,33.75,6.4,5.4,70.03,76.96,21
武汉蓝电,仪器仪表,15.53,41.26,15.81,4.6,5.4,67.56,73.75,48
海希通讯,仪器仪表,13.86,24.07,6.86,4.0,6.0,67.39,73.53,50
基康仪器,仪器仪表,9.4,8.43,13.17,4.0,6.4,66.71,72.64,56
海能技术,仪器仪表,9.57,11.08,22.24,5.8,6.2,66.61,72.51,57
奥普光电,仪器仪表,81.58,5.82,14.74,7.6,8.0,74.05,82.2,6
普源精电,仪器仪表,102.7,9.29,31.07,2.2,5.4,75.03,83.47,5
奥迪威,仪器仪表,14.23,6.73,13.95,1.2,6.4,66.93,72.92,54
新芝生物,仪器仪表,10.52,26.23,21.87,5.8,6.4,66.95,72.95,53
雅达股份,仪器仪表,5.84,13.55,27.45,4.6,6.6,66.19,71.96,59
东方中科,仪器仪表,84.93,14.08,35.65,1.2,7.8,73.36,81.31,8
天罡股份,仪器仪表,6.63,19.51,38.58,0.8,4.8,65.59,71.18,62
华盛昌,仪器仪表,43.22,23.83,14.47,0.8,6.2,69.73,76.57,23
驰诚股份,仪器仪表,4.12,19.76,26.74,5.2,5.4,66.04,71.77,61
宁水集团,仪器仪表,29.02,18.54,31.37,0.8,6.8,67.98,74.29,39
灿能电力,仪器仪表,3.71,21.52,16.3,4.6,5.4,66.26,72.06,58
奥普特,仪器仪表,160.86,31.95,9.81,6.4,4.6,82.71,93.47,2
迈拓股份,仪器仪表,28.84,25.22,16.44,0.8,6.4,68.41,74.86,30
禾川科技,仪器仪表,56.75,16.03,28.2,2.0,7.0,70.77,77.93,15
林洋能源,仪器仪表,159.87,7.44,37.27,7.6,6.8,81.91,92.44,3
鼎阳科技,仪器仪表,81.34,33.5,20.12,2.0,5.0,73.38,81.33,7
东华测试,仪器仪表,57.78,13.04,10.52,8.2,7.2,71.61,79.03,11
埃科光电,仪器仪表,43.45,-187.74,35.46,4.0,5.8,65.05,70.48,64
三川智慧,仪器仪表,54.19,9.78,13.8,5.2,5.8,70.83,78.01,14
宏英智能,仪器仪表,28.14,57.33,31.57,4.0,5.4,68.44,74.9,28
容知日新,仪器仪表,46.24,16.06,21.79,6.4,6.2,70.06,77.01,20
光格科技,仪器仪表,29.54,31.91,48.64,4.6,8.4,67.98,74.3,38
中寰股份,仪器仪表,5.18,17.2,24.66,0.4,6.8,66.06,71.79,60
新天科技,仪器仪表,45.74,12.3,17.82,7.0,8.0,70.32,77.34,18
皖仪科技,仪器仪表,30.06,13.94,30.1,4.6,6.0,68.17,74.54,35
先锋电子,仪器仪表,20.63,3.51,21.04,7.0,7.0,67.63,73.84,46
咸亨国际,仪器仪表,53.18,22.55,40.27,2.8,9.2,70.38,77.42,17
必创科技,仪器仪表,34.49,6.43,27.62,1.8,6.0,68.37,74.81,31
智能自控,仪器仪表,34.22,9.1,47.19,4.4,5.8,67.8,74.06,43
思林杰,仪器仪表,21.81,38.08,22.84,5.8,6.8,68.13,74.49,37
蓝盾光电,仪器仪表,37.82,14.63,34.78,6.4,6.6,68.89,75.48,26
金卡智能,仪器仪表,58.57,8.98,29.44,5.8,7.4,71.09,78.35,12
真兰仪表,仪器仪表,70.11,30.84,42.33,4.0,6.2,71.76,79.21,10
安控科技,仪器仪表,46.65,-1547.06,80.12,1.8,11.0,10.92,0.0,65
山科智能,仪器仪表,21.41,17.21,23.96,4.0,6.6,67.67,73.89,44
康斯特,仪器仪表,32.1,4.21,10.17,1.6,8.2,68.8,75.36,27
汉威科技,仪器仪表,54.16,7.17,55.95,7.0,7.0,69.45,76.2,24
威星智能,仪器仪表,33.76,9.21,49.42,0.8,6.2,67.5,73.67,49
理工光科,仪器仪表,26.24,2.73,40.53,5.8,12.2,67.87,74.16,42
冠龙节能,仪器仪表,30.1,32.77,53.94,4.0,7.0,67.63,73.84,45
远方信息,仪器仪表,30.8,-0.49,11.33,5.2,5.4,68.43,74.89,29
集智股份,仪器仪表,41.7,5.11,19.83,5.2,4.8,69.25,75.95,25
汇中股份,仪器仪表,26.3,15.16,13.96,5.2,5.2,68.18,74.55,33
瑞纳智能,仪器仪表,50.78,30.54,33.22,6.4,5.4,70.22,77.21,19
川仪股份,仪器仪表,138.09,15.79,52.78,2.8,9.2,78.44,87.91,4
浙江力诺,仪器仪表,23.59,15.23,32.93,5.8,6.0,67.57,73.76,47
柯力传感,仪器仪表,77.55,12.88,24.15,5.2,7.4,73.27,81.18,9
四方光电,仪器仪表,57.35,31.27,30.21,5.8,5.2,70.91,78.12,13
海川智能,仪器仪表,23.93,11.11,8.15,4.6,4.6,67.9,74.19,41
秦川物联,仪器仪表,17.46,9.88,30.11,4.6,5.4,66.91,72.9,55
天瑞仪器,仪器仪表,32.7,-1.0,37.3,0.8,7.8,67.92,74.22,40
莱伯泰科,仪器仪表,26.17,3.13,11.88,5.8,6.4,68.22,74.6,32
万讯自控,仪器仪表,29.48,7.51,22.82,1.2,7.0,68.16,74.53,36
禾信仪器,仪器仪表,22.75,18.0,46.54,3.0,7.2,67.06,73.1,52
东方智造,仪器仪表,40.47,-1.04,97.41,4.0,6.4,65.46,71.01,63
南华仪器,仪器仪表,16.54,9.94,13.84,4.0,5.2,67.18,73.26,51
新华保险,保险,1466.19,14.11,90.73,8.2,9.4,34.91,37.67,4
中国人寿,保险,10740.59,9.95,89.98,9.4,14.2,74.04,82.57,2
中国太保,保险,2918.81,13.02,88.47,10.0,13.6,43.13,47.1,3
天茂集团,保险,175.39,4.37,85.61,7.6,4.6,2.09,0.0,6
中国人保,保险,2825.91,10.92,78.74,7.6,9.4,33.7,36.28,5
中国平安,保险,9543.98,17.68,89.66,7.6,17.2,89.23,100.0,1
爱康科技,光伏设备,125.43,-12.14,62.07,6.4,6.4,24.02,30.98,47
隆基绿能,光伏设备,2338.86,23.25,55.19,8.2,5.4,66.65,100.0,1
奥特维,光伏设备,278.35,23.74,65.43,1.4,5.8,43.54,62.58,20
钧达股份,光伏设备,254.49,11.13,61.69,5.8,7.2,37.62,53.01,29
帝科股份,光伏设备,68.55,11.98,57.69,0.4,6.8,36.3,50.87,33
金辰股份,光伏设备,71.0,6.95,51.42,7.0,6.8,34.4,47.79,37
固德威,光伏设备,277.85,26.67,55.66,6.4,5.4,45.39,65.58,14
海优新材,光伏设备,83.24,13.79,48.56,5.8,6.6,37.84,53.35,27
弘元绿能,光伏设备,297.4,26.93,36.92,7.0,6.4,46.3,67.05,11
珈伟新能,光伏设备,46.59,-19.77,43.53,2.0,5.4,19.26,23.28,48
通威股份,光伏设备,1593.25,24.63,55.06,7.6,10.0,61.4,91.5,2
时创能源,光伏设备,101.36,28.39,40.56,4.6,7.4,45.04,65.01,17
中信博,光伏设备,97.55,11.09,57.18,7.0,7.0,36.58,51.32,32
福斯特,光伏设备,653.76,16.97,19.73,7.6,6.6,45.8,66.25,12
高测股份,光伏设备,163.4,22.49,64.56,6.4,6.0,42.32,60.6,22
阿特斯,光伏设备,573.15,19.64,73.83,0.4,5.2,44.17,63.61,19
锦浪科技,光伏设备,368.74,28.94,50.56,6.4,4.4,47.31,68.69,10
亿晶光电,光伏设备,78.49,-9.28,60.05,7.0,6.4,25.51,33.4,46
通灵股份,光伏设备,69.55,10.25,37.85,1.6,6.8,35.99,50.36,34
海泰新能,光伏设备,19.65,13.0,68.25,5.2,7.4,36.72,51.54,31
阳光电源,光伏设备,1579.76,15.27,61.93,7.6,9.8,56.06,82.85,5
东方日升,光伏设备,258.21,5.49,64.97,7.0,6.4,34.61,48.13,36
上能电气,光伏设备,123.44,14.49,69.64,5.2,6.0,37.91,53.48,25
拓日新能,光伏设备,67.54,3.67,48.35,4.6,7.6,32.67,44.99,40
TCL中环,光伏设备,1154.93,11.38,55.33,7.6,9.0,48.68,70.91,7
赛伍技术,光伏设备,83.13,12.36,45.2,1.8,7.6,37.09,52.15,30
亚玛顿,光伏设备,54.18,1.96,40.0,4.6,5.0,31.49,43.08,43
晶科能源,光伏设备,1226.0,10.49,77.71,4.0,10.2,48.53,70.67,9
快可电子,光伏设备,47.32,17.53,41.77,5.2,3.6,39.15,55.47,23
双良节能,光伏设备,215.13,12.53,53.84,6.4,7.2,38.25,54.01,24
昱能科技,光伏设备,190.06,76.71,61.69,4.0,6.2,60.91,90.71,3
天合光能,光伏设备,809.87,9.39,65.86,5.2,7.4,42.45,60.81,21
ST天龙,光伏设备,13.53,-47.98,73.59,5.2,4.2,4.88,0.0,51
中来股份,光伏设备,140.78,3.79,62.01,6.4,9.0,33.41,46.19,39
晶澳科技,光伏设备,1049.71,16.92,67.27,0.4,4.8,48.59,70.76,8
晶盛机电,光伏设备,804.73,22.01,48.45,6.4,8.2,49.63,72.44,6
爱旭股份,光伏设备,468.16,23.84,63.74,2.2,6.0,45.58,65.89,13
协鑫集成,光伏设备,180.19,-28.28,74.16,5.8,8.2,16.01,18.02,49
能辉科技,光伏设备,43.61,14.61,42.49,4.6,5.6,37.87,53.41,26
ST中利,光伏设备,34.61,-38.69,73.8,0.8,7.8,8.99,6.65,50
大全能源,光伏设备,867.78,33.69,39.96,6.4,7.4,56.25,83.17,4
清源股份,光伏设备,41.07,3.82,55.86,1.2,6.6,31.95,43.83,41
艾能聚,光伏设备,7.2,9.32,31.6,4.0,5.8,35.32,49.28,35
禾迈股份,光伏设备,260.24,25.16,39.18,5.8,7.2,45.1,65.11,15
明冠新材,光伏设备,46.54,13.22,30.31,7.6,5.4,37.8,53.29,28
安彩高科,光伏设备,58.28,0.78,37.74,6.4,7.4,31.6,43.26,42
航天机电,光伏设备,123.35,-2.05,45.3,5.8,7.8,30.27,41.11,44
露笑科技,光伏设备,142.3,-5.8,58.73,0.8,5.4,26.96,35.75,45
金博股份,光伏设备,161.95,25.42,20.82,8.2,8.2,45.09,65.09,16
芯能科技,光伏设备,76.9,6.44,46.42,5.2,7.2,34.19,47.45,38
欧晶科技,光伏设备,105.53,26.44,47.22,7.6,6.6,44.17,63.61,18
骏成科技,光学光电子,28.45,20.47,32.15,5.8,5.8,45.43,50.54,19
宝明科技,光学光电子,116.64,-1.25,52.98,5.8,5.4,40.9,44.88,75
联合光电,光学光电子,45.57,6.81,41.63,1.6,5.8,42.1,46.39,66
东田微,光学光电子,41.44,13.05,44.52,1.2,4.6,43.49,48.12,43
华塑控股,光学光电子,37.77,-89.91,85.12,4.0,7.8,7.06,2.65,100
三安光电,光学光电子,847.14,6.0,30.5,0.8,7.6,63.42,72.99,3
